price,duration,frequency
0,0.0,once
0,0.0,once
0,0.0,once
0,1.0333333333333334,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,0.0,once
0,5.0,daily
0,4.0,weekly
0,2.0,weekly
0,4.0,once
0,2.0,weekly
0,5.0,once
0,3.0,once
0,4.0,once
0,4.0,once
0,10.0,weekly
0,0.8333333333333334,once
0,942.75,daily
0,1.0,once
5,2.0,once
0,1.0,daily
0,2.0,weekly
0,4.0,once
5,0.0,once
0,5.0,once
0,2.0,once
0,2.0,daily
0,2.0,daily
0,6.0,once
10,0.6666666666666666,weekly
0,9.0,weekly
0,2.0,daily
85,9.0,weekly
0,2.0,once
0,1.6,once
0,9.0,weekly
0,2.0,weekly
0,4.0,daily
0,9.0,weekly
0,2.0,once
0,2.0,once
0,2.0,once
0,4.0,once
0,3.0,once
0,2.0,once
0,4.0,once
0,2.0,once
0,2.0,once
0,3.0,once
0,3.0,once
0,2.0,once
0,4.0,once
0,4.0,weekly
0,2.0,weekly
0,5.0,once
0,3.0,once
0,4.0,once
0,4.0,once
0,4.0,once
6,9.0,weekly
0,3.0,once
0,1.0,once
0,2.0,once
30,1.5,once
20,1.0,once
0,1.0,once
30,2.0,once
0,1.0,once
40,1.0,once
60,1.0,weekly
0,1.0,weekly
0,1.0,weekly
0,3.0,weekly
12,1.0,weekly
0,1.0,once
0,1.0,once
0,6.0,once
0,2.0,once
0,2.0,once
0,1.0,once
0,2.0,once
0,4.0,once
0,1.0,once
0,4.0,weekly
12,2.0,weekly
0,4.0,weekly
0,1.0,once
0,1.0,once
0,4.0,once
0,1.0,once
0,1.0,once
0,2.0,once
0,1.0,once
0,3.0,once
0,2.0,once
10,1.0,weekly
10,1.0,weekly
0,10.0,weekly
0,10.0,weekly
0,10.0,weekly
0,7.0,weekly
20,1.25,once
0,7.0,once
0,8.0,once
0,2.0,once
0,3.0,once
0,2.0,once
0,6.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,2.0,once
0,3.0,once
0,1.5,once
30,1.5,once
0,1.0,once
0,1.0,once
0,5.0,once
0,2.0,once
20,1.5,once
10,1.5,once
